  #K-Path    Energy        Ga        Ti        Al
# NKPTS & NBANDS: 180 128
# Band-Index:    1
    3.356  -56.6172     0.000     0.995     0.000
    3.326  -56.6174     0.000     0.995     0.000
    3.297  -56.6178     0.000     0.995     0.000
    3.267  -56.6182     0.000     0.994     0.000
    3.238  -56.6186     0.000     0.995     0.000
    3.208  -56.6192     0.000     0.995     0.000
    3.179  -56.6197     0.000     0.995     0.000
    3.149  -56.6203     0.000     0.994     0.000
    3.120  -56.6209     0.000     0.995     0.000
    3.090  -56.6214     0.000     0.995     0.000
    3.061  -56.6220     0.000     0.994     0.000
    3.031  -56.6225     0.000     0.995     0.000
    3.002  -56.6229     0.000     0.995     0.000
    2.972  -56.6233     0.000     0.994     0.000
    2.943  -56.6236     0.000     0.994     0.000
    2.913  -56.6238     0.000     0.995     0.000
    2.884  -56.6240     0.000     0.995     0.000
    2.854  -56.6240     0.000     0.995     0.000
    2.854  -56.6240     0.000     0.995     0.000
    2.825  -56.6245     0.000     0.995     0.000
    2.796  -56.6254     0.000     0.994     0.000
    2.766  -56.6265     0.000     0.994     0.000
    2.737  -56.6276     0.000     0.994     0.000
    2.707  -56.6288     0.000     0.994     0.000
    2.678  -56.6300     0.000     0.995     0.000
    2.648  -56.6307     0.000     0.996     0.000
    2.619  -56.6299     0.000     0.996     0.000
    2.589  -56.6291     0.000     0.996     0.000
    2.560  -56.6283     0.000     0.996     0.000
    2.530  -56.6275     0.000     0.996     0.000
    2.501  -56.6267     0.000     0.997     0.000
    2.471  -56.6260     0.000     0.996     0.000
    2.442  -56.6254     0.000     0.995     0.000
    2.412  -56.6249     0.000     0.996     0.000
    2.383  -56.6245     0.000     0.996     0.000
    2.353  -56.6242     0.000     0.996     0.000
    2.324  -56.6240     0.000     0.996     0.000
    2.294  -56.6239     0.000     0.997     0.000
    2.294  -56.6239     0.000     0.997     0.000
    2.274  -56.6239     0.000     0.997     0.000
    2.254  -56.6240     0.000     0.997     0.000
    2.234  -56.6240     0.000     0.997     0.000
    2.214  -56.6239     0.000     0.997     0.000
    2.194  -56.6239     0.000     0.997     0.000
    2.174  -56.6240     0.000     0.997     0.000
    2.154  -56.6240     0.000     0.997     0.000
    2.134  -56.6240     0.000     0.997     0.000
    2.114  -56.6239     0.000     0.997     0.000
    2.094  -56.6240     0.000     0.997     0.000
    2.073  -56.6240     0.000     0.997     0.000
    2.053  -56.6240     0.000     0.997     0.000
    2.033  -56.6240     0.000     0.997     0.000
    2.013  -56.6240     0.000     0.997     0.000
    1.993  -56.6240     0.000     0.997     0.000
    1.973  -56.6240     0.000     0.997     0.000
    1.953  -56.6240     0.000     0.997     0.000
    1.933  -56.6240     0.000     0.997     0.000
    1.913  -56.6240     0.000     0.997     0.000
    1.913  -56.6240     0.000     0.997     0.000
    1.871  -56.6241     0.000     0.995     0.000
    1.830  -56.6244     0.000     0.995     0.000
    1.788  -56.6251     0.000     0.996     0.000
    1.746  -56.6259     0.000     0.995     0.000
    1.704  -56.6270     0.000     0.995     0.000
    1.663  -56.6282     0.000     0.996     0.000
    1.621  -56.6297     0.000     0.996     0.000
    1.579  -56.6313     0.000     0.997     0.000
    1.538  -56.6299     0.000     0.994     0.000
    1.496  -56.6280     0.000     0.995     0.000
    1.454  -56.6262     0.000     0.993     0.000
    1.413  -56.6244     0.000     0.993     0.000
    1.371  -56.6226     0.000     0.994     0.000
    1.329  -56.6210     0.000     0.995     0.000
    1.287  -56.6197     0.000     0.996     0.000
    1.246  -56.6185     0.000     0.994     0.000
    1.204  -56.6177     0.000     0.995     0.000
    1.162  -56.6171     0.000     0.995     0.000
    1.121  -56.6170     0.000     0.995     0.000
    1.121  -56.6170     0.000     0.994     0.000
    1.091  -56.6170     0.000     0.994     0.000
    1.062  -56.6172     0.000     0.995     0.000
    1.032  -56.6174     0.000     0.995     0.000
    1.003  -56.6177     0.000     0.995     0.000
    0.973  -56.6182     0.000     0.994     0.000
    0.944  -56.6186     0.000     0.995     0.000
    0.914  -56.6192     0.000     0.995     0.000
    0.885  -56.6197     0.000     0.995     0.000
    0.855  -56.6203     0.000     0.994     0.000
    0.826  -56.6209     0.000     0.995     0.000
    0.796  -56.6214     0.000     0.995     0.000
    0.767  -56.6220     0.000     0.994     0.000
    0.737  -56.6225     0.000     0.995     0.000
    0.708  -56.6229     0.000     0.995     0.000
    0.678  -56.6233     0.000     0.994     0.000
    0.649  -56.6236     0.000     0.994     0.000
    0.619  -56.6238     0.000     0.995     0.000
    0.590  -56.6240     0.000     0.995     0.000
    0.560  -56.6240     0.000     0.995     0.000
    0.560  -56.6240     0.000     0.995     0.000
    0.531  -56.6245     0.000     0.995     0.000
    0.501  -56.6254     0.000     0.994     0.000
    0.472  -56.6265     0.000     0.994     0.000
    0.442  -56.6276     0.000     0.994     0.000
    0.413  -56.6288     0.000     0.994     0.000
    0.383  -56.6300     0.000     0.994     0.000
    0.354  -56.6307     0.000     0.996     0.000
    0.324  -56.6299     0.000     0.996     0.000
    0.295  -56.6291     0.000     0.996     0.000
    0.265  -56.6283     0.000     0.997     0.000
    0.236  -56.6275     0.000     0.996     0.000
    0.206  -56.6267     0.000     0.997     0.000
    0.177  -56.6260     0.000     0.996     0.000
    0.147  -56.6254     0.000     0.995     0.000
    0.118  -56.6249     0.000     0.996     0.000
    0.088  -56.6245     0.000     0.996     0.000
    0.059  -56.6242     0.000     0.996     0.000
    0.029  -56.6240     0.000     0.996     0.000
    0.000  -56.6240     0.000     0.997     0.000
 
# Band-Index:    5
    0.000  -56.6162     0.000     0.994     0.000
    0.029  -56.6162     0.000     0.995     0.000
    0.059  -56.6162     0.000     0.995     0.000
    0.088  -56.6162     0.000     0.995     0.000
    0.118  -56.6162     0.000     0.995     0.000
    0.147  -56.6163     0.000     0.995     0.000
    0.177  -56.6163     0.000     0.994     0.000
    0.206  -56.6164     0.000     0.995     0.000
    0.236  -56.6166     0.000     0.995     0.000
    0.265  -56.6168     0.000     0.994     0.000
    0.295  -56.6170     0.000     0.995     0.000
    0.324  -56.6174     0.000     0.995     0.000
    0.354  -56.6178     0.000     0.995     0.000
    0.383  -56.6182     0.000     0.995     0.000
    0.413  -56.6188     0.000     0.994     0.000
    0.442  -56.6194     0.000     0.995     0.000
    0.472  -56.6201     0.000     0.994     0.000
    0.501  -56.6208     0.000     0.995     0.000
    0.531  -56.6216     0.000     0.995     0.000
    0.560  -56.6219     0.000     0.994     0.000
    0.560  -56.6219     0.000     0.994     0.000
    0.590  -56.6219     0.000     0.995     0.000
    0.619  -56.6218     0.000     0.995     0.000
    0.649  -56.6217     0.000     0.995     0.000
    0.678  -56.6214     0.000     0.995     0.000
    0.708  -56.6212     0.000     0.994     0.000
    0.737  -56.6208     0.000     0.995     0.000
    0.767  -56.6205     0.000     0.995     0.000
    0.796  -56.6201     0.000     0.995     0.000
    0.826  -56.6197     0.000     0.995     0.000
    0.855  -56.6193     0.000     0.995     0.000
    0.885  -56.6189     0.000     0.994     0.000
    0.914  -56.6185     0.000     0.994     0.000
    0.944  -56.6181     0.000     0.994     0.000
    0.973  -56.6178     0.000     0.995     0.000
    1.003  -56.6175     0.000     0.995     0.000
    1.032  -56.6173     0.000     0.995     0.000
    1.062  -56.6171     0.000     0.995     0.000
    1.091  -56.6170     0.000     0.995     0.000
    1.121  -56.6170     0.000     0.994     0.000
    1.121  -56.6170     0.000     0.995     0.000
    1.162  -56.6170     0.000     0.994     0.000
    1.204  -56.6169     0.000     0.994     0.000
    1.246  -56.6169     0.000     0.994     0.000
    1.287  -56.6169     0.000     0.994     0.000
    1.329  -56.6168     0.000     0.994     0.000
    1.371  -56.6168     0.000     0.994     0.000
    1.413  -56.6167     0.000     0.994     0.000
    1.454  -56.6167     0.000     0.994     0.000
    1.496  -56.6166     0.000     0.994     0.000
    1.538  -56.6165     0.000     0.994     0.000
    1.579  -56.6165     0.000     0.994     0.000
    1.621  -56.6164     0.000     0.994     0.000
    1.663  -56.6163     0.000     0.994     0.000
    1.704  -56.6163     0.000     0.994     0.000
    1.746  -56.6162     0.000     0.994     0.000
    1.788  -56.6162     0.000     0.994     0.000
    1.830  -56.6162     0.000     0.994     0.000
    1.871  -56.6162     0.000     0.994     0.000
    1.913  -56.6162     0.000     0.994     0.000
    1.913  -56.6162     0.000     0.994     0.000
    1.933  -56.6161     0.000     0.994     0.000
    1.953  -56.6162     0.000     0.994     0.000
    1.973  -56.6161     0.000     0.994     0.000
    1.993  -56.6161     0.000     0.994     0.000
    2.013  -56.6161     0.000     0.994     0.000
    2.033  -56.6161     0.000     0.994     0.000
    2.053  -56.6161     0.000     0.994     0.000
    2.073  -56.6161     0.000     0.994     0.000
    2.094  -56.6161     0.000     0.994     0.000
    2.114  -56.6161     0.000     0.994     0.000
    2.134  -56.6162     0.000     0.994     0.000
    2.154  -56.6162     0.000     0.994     0.000
    2.174  -56.6162     0.000     0.994     0.000
    2.194  -56.6162     0.000     0.994     0.000
    2.214  -56.6161     0.000     0.994     0.000
    2.234  -56.6161     0.000     0.994     0.000
    2.254  -56.6161     0.000     0.994     0.000
    2.274  -56.6161     0.000     0.994     0.000
    2.294  -56.6161     0.000     0.994     0.000
    2.294  -56.6161     0.000     0.994     0.000
    2.324  -56.6162     0.000     0.995     0.000
    2.353  -56.6162     0.000     0.995     0.000
    2.383  -56.6162     0.000     0.995     0.000
    2.412  -56.6162     0.000     0.995     0.000
    2.442  -56.6163     0.000     0.995     0.000
    2.471  -56.6163     0.000     0.994     0.000
    2.501  -56.6164     0.000     0.995     0.000
    2.530  -56.6166     0.000     0.995     0.000
    2.560  -56.6168     0.000     0.994     0.000
    2.589  -56.6170     0.000     0.995     0.000
    2.619  -56.6174     0.000     0.995     0.000
    2.648  -56.6178     0.000     0.995     0.000
    2.678  -56.6182     0.000     0.995     0.000
    2.707  -56.6188     0.000     0.994     0.000
    2.737  -56.6194     0.000     0.995     0.000
    2.766  -56.6201     0.000     0.994     0.000
    2.796  -56.6208     0.000     0.995     0.000
    2.825  -56.6216     0.000     0.995     0.000
    2.854  -56.6219     0.000     0.994     0.000
    2.854  -56.6219     0.000     0.994     0.000
    2.884  -56.6219     0.000     0.995     0.000
    2.913  -56.6218     0.000     0.995     0.000
    2.943  -56.6217     0.000     0.995     0.000
    2.972  -56.6214     0.000     0.995     0.000
    3.002  -56.6212     0.000     0.994     0.000
    3.031  -56.6208     0.000     0.995     0.000
    3.061  -56.6205     0.000     0.995     0.000
    3.090  -56.6201     0.000     0.995     0.000
    3.120  -56.6197     0.000     0.995     0.000
    3.149  -56.6193     0.000     0.995     0.000
    3.179  -56.6189     0.000     0.994     0.000
    3.208  -56.6185     0.000     0.994     0.000
    3.238  -56.6181     0.000     0.994     0.000
    3.267  -56.6178     0.000     0.995     0.000
    3.297  -56.6175     0.000     0.995     0.000
    3.326  -56.6173     0.000     0.995     0.000
    3.356  -56.6171     0.000     0.995     0.000
    3.385  -56.6170     0.000     0.995     0.000
    3.415  -56.6170     0.000     0.995     0.000
    3.415  -56.6170     0.000     0.995     0.000
    3.456  -56.6170     0.000     0.994     0.000
    3.498  -56.6169     0.000     0.994     0.000
    3.540  -56.6169     0.000     0.994     0.000
    3.582  -56.6169     0.000     0.994     0.000
    3.623  -56.6168     0.000     0.994     0.000
    3.665  -56.6168     0.000     0.994     0.000
    3.707  -56.6167     0.000     0.994     0.000
    3.748  -56.6167     0.000     0.994     0.000
    3.790  -56.6166     0.000     0.994     0.000
    3.832  -56.6165     0.000     0.994     0.000
    3.874  -56.6165     0.000     0.994     0.000
    3.915  -56.6164     0.000     0.994     0.000
    3.957  -56.6163     0.000     0.994     0.000
    3.999  -56.6163     0.000     0.994     0.000
    4.040  -56.6162     0.000     0.994     0.000
    4.082  -56.6162     0.000     0.994     0.000
    4.124  -56.6162     0.000     0.994     0.000
    4.165  -56.6162     0.000     0.994     0.000
    4.207  -56.6161     0.000     0.994     0.000
    4.207  -56.6219     0.000     0.994     0.000
    4.227  -56.6219     0.000     0.994     0.000
    4.247  -56.6219     0.000     0.994     0.000
    4.267  -56.6219     0.000     0.994     0.000
    4.287  -56.6219     0.000     0.994     0.000
    4.307  -56.6219     0.000     0.994     0.000
    4.328  -56.6219     0.000     0.994     0.000
    4.348  -56.6219     0.000     0.994     0.000
    4.368  -56.6219     0.000     0.994     0.000
    4.388  -56.6219     0.000     0.994     0.000
    4.408  -56.6219     0.000     0.994     0.000
    4.428  -56.6219     0.000     0.994     0.000
    4.448  -56.6219     0.000     0.994     0.000
    4.468  -56.6219     0.000     0.994     0.000
    4.488  -56.6219     0.000     0.994     0.000
    4.508  -56.6219     0.000     0.994     0.000
    4.528  -56.6219     0.000     0.994     0.000
    4.548  -56.6219     0.000     0.994     0.000
    4.568  -56.6219     0.000     0.994     0.000
    4.588  -56.6219     0.000     0.994     0.000
    4.588  -56.6170     0.000     0.995     0.000
    4.608  -56.6170     0.000     0.995     0.000
    4.628  -56.6170     0.000     0.995     0.000
    4.649  -56.6170     0.000     0.995     0.000
    4.669  -56.6170     0.000     0.995     0.000
    4.689  -56.6170     0.000     0.995     0.000
    4.709  -56.6170     0.000     0.995     0.000
    4.729  -56.6170     0.000     0.995     0.000
    4.749  -56.6170     0.000     0.995     0.000
    4.769  -56.6170     0.000     0.995     0.000
    4.789  -56.6170     0.000     0.995     0.000
    4.809  -56.6170     0.000     0.995     0.000
    4.829  -56.6170     0.000     0.995     0.000
    4.849  -56.6170     0.000     0.994     0.000
    4.869  -56.6170     0.000     0.995     0.000
    4.889  -56.6170     0.000     0.995     0.000
    4.909  -56.6170     0.000     0.994     0.000
    4.929  -56.6170     0.000     0.995     0.000
    4.949  -56.6170     0.000     0.995     0.000
